"date","status","latitude","longitude","wind"
"200510221200","TD","15.8","67.5","30"
"200510221800","TS","16.5","68.5","35"
"200510230000","TS","17.3","69.6","45"
"200510230600","TS","17.8","70.5","45"
"200510231000","TS","18.3","71.3","45"
"200510231200","TS","18.6","72.2","35"
"200510231800","TD","19.8","72.7","30"
"200510240000","TD","21.6","72.9","30"
"200510240600","TD","23.5","73","30"
"200510241200","TD","25.1","72.4","30"
"200510241800","TD","27.9","70.8","30"
