"date","status","latitude","longitude","wind"
"200508221200","TD","19.4","94.5","30"
"200508221800","TS","19.6","95","35"
"200508230000","TS","19.7","95.7","45"
"200508230330","TS","19.7","96.4","50"
"200508230600","TS","19.7","96.7","35"
"200508231200","TD","19.7","97.7","25"
